"id","edu_21","mother_edu_21","father_edu_21","age_21","race_hisp_21","ppracem.x","job_21","income_21","current_student_type_21","current_student_21","current_student1_21","college_degree_with_current_21","college_degree_obtained_21","first_gen_21","edu_20","mother_edu_20","father_edu_20","age_20","race_hisp_20","ppracem.y","job_20","income_20","current_student_type_20","current_student_20","current_student1_20","college_degree_with_current_20","college_degree_obtained_20","first_gen_20","edu_19","mother_edu_19","father_edu_19","age_19","race_hisp_19","ppracem","job_19","income_19","current_student_type_19","current_student_19","current_student1_19","college_degree_with_current_19","college_degree_obtained_19","first_gen_19"
338,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","35-44","Black, Non-Hispanic","Black or African American","Health Technologist or Technician (such as paramedic, lab technician)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,"Master’s degree","Graduate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"Master’s degree","Associate degree","High school degree or GED","65-74","White, Non-Hispanic","White","Architecture and Engineering","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"Master’s degree","Associate degree","Graduate degree","18-24","White, Non-Hispanic","White","Health Care Support (such as nursing aide, orderly, dental assistant)","$40,000 to $49,999","Yes, as a full-time student","Professional degree (e.g., MBA, MD, JD)","1","1","1","cont_edu","Bachelor’s degree","Bachelor’s degree","Some college but no degree","25-34","2+ Races, Non-Hispanic","2+ races","Sales","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,"Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"Bachelor’s degree","High school degree or GED","Some college but no degree","25-34","White, Non-Hispanic","White","Construction and Extraction","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","55-64","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,"Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","White, Non-Hispanic","White","Construction and Extraction","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"Bachelor’s degree","Some college but no degree","Don’t know","35-44","Black, Non-Hispanic","Black or African American","Education, Training, and Library","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"Bachelor’s degree","Associate degree","Associate degree","25-34","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"Master’s degree","Less than High School degree","Don’t know","35-44","Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"Bachelor’s degree","Bachelor’s degree","Graduate degree","55-64","Other, Non-Hispanic","Asian","Business Operations (including Marketing)","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"Master’s degree","High school degree or GED","High school degree or GED","45-54","Black, Non-Hispanic","Black or African American","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"Bachelor’s degree","Less than High School degree","High school degree or GED","55-64","Black, Non-Hispanic","Black or African American","Office and Administrative Support","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,"Master’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"Master’s degree","Associate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$40,000 to $49,999","Yes, as a part-time student","Professional degree (e.g., MBA, MD, JD)","1","1","1","cont_edu","Master’s degree","Some college but no degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"Bachelor’s degree","Certificate or technical degree","High school degree or GED","45-54","Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Building and Grounds Cleaning and Maintenance","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"Master’s degree","Some college but no degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"Master’s degree","High school degree or GED","Graduate degree","65-74","White, Non-Hispanic","White","Architecture and Engineering","$150,000 to $199,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","High school degree or GED","High school degree or GED","75+","Black, Non-Hispanic","Black or African American","Management","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"Bachelor’s degree","Don’t know","Don’t know","45-54","Other, Non-Hispanic","Asian","Arts, Design, Entertainment, Sports, and Media","$200,000 or higher","No",NA,"0","1","1","first_gen","Master’s degree","Bachelor’s degree","Graduate degree","35-44","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","35-44","White, Non-Hispanic","White","Lawyer, judge","$200,000 or higher","No",NA,"0","1","1","cont_edu"
478,"Bachelor’s degree","Some college but no degree","Graduate degree","45-54","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,"Bachelor’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Management","$75,000 to $99,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Graduate degree","High school degree or GED","Graduate degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$75,000 to $99,999","No",NA,"0","1","1","first_gen"
492,"Master’s degree","Graduate degree","Certificate or technical degree","35-44","Black, Non-Hispanic","Black or African American","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"Master’s degree","Bachelor’s degree","Bachelor’s degree","35-44","Other, Non-Hispanic","Asian","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,"Master’s degree","Less than High School degree","High school degree or GED","65-74","White, Non-Hispanic","White","Education, Training, and Library","$15,000 to $24,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"Master’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Some college but no degree","Graduate degree","45-54","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"Bachelor’s degree","Graduate degree","Associate degree","55-64","Black, Non-Hispanic","Black or African American","Sales","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"Master’s degree","Some college but no degree","Bachelor’s degree","75+","White, Non-Hispanic","White","Education, Training, and Library","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","High school degree or GED","Graduate degree","45-54","White, Non-Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","first_gen"
520,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"Master’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"Master’s degree","High school degree or GED","High school degree or GED","45-54","Black, Non-Hispanic","Black or African American","Education, Training, and Library","$75,000 to $99,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","White, Non-Hispanic","White","Health Technologist or Technician (such as paramedic, lab technician)","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,"Master’s degree","High school degree or GED","Less than High School degree","65-74","White, Non-Hispanic","White","Computer and Mathematical","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,"Bachelor’s degree","High school degree or GED","Less than High School degree","35-44","Black, Non-Hispanic","Black or African American","Business Operations (including Marketing)","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"Master’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"Bachelor’s degree","Some college but no degree","Graduate degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$40,000 to $49,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Certificate or technical degree","Certificate or technical degree","55-64","Black, Non-Hispanic","Black or African American","Business Operations (including Marketing)","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"Master’s degree","High school degree or GED","High school degree or GED","75+","2+ Races, Non-Hispanic","2+ races","Computer and Mathematical","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","25-34","White, Non-Hispanic","White","Office and Administrative Support","$40,000 to $49,999","Yes, as a part-time student","Master’s degree","1","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"Master’s degree","Associate degree","Graduate degree","45-54","White, Non-Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Installation, Maintenance, and Repair","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"Master’s degree","High school degree or GED","Graduate degree","35-44","White, Non-Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,"Bachelor’s degree","Less than High School degree","High school degree or GED","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"Bachelor’s degree","Certificate or technical degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Lawyer, judge","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Bachelor’s degree","Some college but no degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Certificate or technical degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Business Operations (including Marketing)","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Certificate or technical degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"Bachelor’s degree","Less than High School degree","Some college but no degree","55-64","Hispanic","Black or African American","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"Master’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"Master’s degree","Graduate degree","Some college but no degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Armed Services","$0","No",NA,"0","1","1","first_gen","Master’s degree","Graduate degree","High school degree or GED","55-64","Hispanic","White","Education, Training, and Library","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"Master’s degree","Associate degree","Bachelor’s degree","45-54","Other, Non-Hispanic","Asian","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu"
664,"Bachelor’s degree","Less than High School degree","Less than High School degree","55-64","Hispanic","Black or African American","Computer and Mathematical","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
